id,time,content
c46a6b0860c466454ebbb3ba9256b44457683d26a22c701269f16f1015288d1e,2026-08-02 23:08:02,俄罗斯国防部：对乌克兰尼古拉耶夫港的基础设施进行了打击，并袭击了两艘向乌克兰武装部队运送补给的货船，以及一艘用于部署水下无人机的海上拖船。
c4fb2e94944a9e0059dd1811d48e7022c3dd2ca194479909288c48e4ef8b3116,2026-08-02 23:28:16,【帕什尼扬连任亚美尼亚总理】金十数据8月2日讯，亚美尼亚总统哈恰图良2日签署法令，任命帕什尼扬为亚美尼亚新一任总理，帕什尼扬因此获得连任。
14a424af561b9dc2d56b5ad26da27e1bc5f289e8df92a294823e3675c616f316,2026-08-02 23:33:06,<b>市场消息：过去三个月，日本减持了960亿美元的美国国债，持仓降至1.14万亿美元，为2025年4月以来的最低水平。</b>
2d8482b45a48aba629ea083556fb3a81cd19d1f9ec3fc951ce5d23047bb2bbeb,2026-08-02 23:41:10,【海湾国家对美国缺乏针对伊朗的战略感到不满】金十数据8月2日讯，据华尔街日报报道，知情人士表示，海湾国家对美国缺乏针对伊朗的战略感到不满，随着战争的持续，他们的领土频繁遭受伊朗的袭击。近几周来，美国在海湾的盟友一直要求美国提供更多防空拦截器，并保证美国军队将在针锋相对的冲突持续的情况下保护它们。不过，并非所有海湾国家都在推动局势降温，其中一些国家，例如阿联酋，近日一直在试图说服特朗普采取更强硬的措施对抗伊朗。与此同时，一名伊朗外交官表示，伊朗官员意识到特朗普的政治弱点，并正考虑在必要时加以利用；如果外交努力失败，革命卫队也在考虑进行先发制人的打击。
a973caee00ca5d35cb270839656136180b052ea46231b3ade2fef0d81e8c30d9,2026-08-03 00:00:00,【今日重点关注的财经数据与事件：2026年8月3日 周一】<br/>① 09:45 中国7月RatingDog制造业PMI<br/>② 14:30 瑞士7月CPI月率<br/>③ 15:50 法国7月制造业PMI终值<br/>④ 15:55 德国7月制造业PMI终值<br/>⑤ 16:00 欧元区7月制造业PMI终值<br/>⑥ 16:30 英国7月制造业PMI终值<br/>⑦ 21:45 美国7月标普全球制造业PMI终值<br/>⑧ 22:00 美国7月ISM制造业PMI<br/>⑨ 22:00 美国6月营建支出月率
70f19a6166aa7c3388c9e1ae8a08f5ceef92bce7fee1445260f7c939ce0db55d,2026-08-03 00:03:50,内塔尼亚胡办公室：我们已向美国传达了对哈马斯解除武装提案的严重担忧，我们的情报评估显示，哈马斯决心增强其军事能力。
5131444e1762959a96e975d992779d4b47d964412084ddf09c5f413da66f62b0,2026-08-03 00:05:08,【葡萄牙航空一客机起飞后因突发情况紧急降落】金十数据8月3日讯，当地时间8月2日，葡萄牙航空公司一架从里斯本飞往美国波士顿的A321客机在飞越大西洋途中发生紧急情况，并于亚速尔群岛特塞拉岛的拉日什机场紧急降落。据悉，该航班起飞约两小时后决定备降，目前航空公司尚未公布具体原因。
44417b343675ec75f41dc4fde14b538217a08c35344e9b56a7b02ad4c54e848c,2026-08-03 00:08:16,据沙特媒体哈达斯（alhadath）：消息人士称，哈马斯武装派别卡桑旅领导人纳菲兹·萨比赫在以色列对加沙一辆汽车发动的空袭中被击毙。
78a08fb919908493773e2c132750b72474776c4bb32862ac224c851d127532e5,2026-08-03 00:17:48,黎巴嫩力量党主席萨米尔·贾加：我怀疑美国会在未解决伊朗核问题以及霍尔木兹海峡危机的情况下结束战争。
be5be3946a50f43d96447fe11161c10c809ab15d4a94cf96a30070e68000e61d,2026-08-03 00:23:08,伊朗议会国家安全委员会：调解方正在协助恢复伊朗与美国之间的谅解备忘录，各方就所有问题交换了意见。
5384ed33d20462644325e79e35d3fd1184b10cb13f35f58f0db0482ee6bd6580,2026-08-03 00:32:18,伊朗外交部发言人：美国的威胁并不新鲜，德黑兰根据自身利益行事，不受威胁影响。
b4afa635934fc0d1540ddd83e758d37bb2bb55d421a1fd61d22c1c95ee39daf4,2026-08-03 00:36:16,伊朗外交部长：与阿曼就霍尔木兹海峡的谈判进入最后阶段。
c9668baa5e0b7b40e3fad4f118b119f616b081ae2da3de39866532ed48e12786,2026-08-03 00:38:09,<b>伊朗外交部发言人：伊朗与阿曼的会谈是双边的，不涉及其他任何方。我们重申，霍尔木兹海峡的局势不会回到战争前的状态。</b>
9fdd511cf982a791f471e836d34131450157df5f730df9af3fcffc4c830ff60d,2026-08-03 00:38:58,伊朗外交部发言人：与阿曼的谈判旨在寻找霍尔木兹海峡的共同机制。
7090dd52e85190ae8f26e1e66b671e05a454f0126bd85bb414096605ed99009b,2026-08-03 00:41:14,伊朗外交部发言人：我们目前正在与阿曼讨论一条通过霍尔木兹海峡的路线，该路线既不是北向也不是南向。我们关于新航线的理解并不意味着霍尔木兹海峡的开放或关闭。
0f5cfd2c09ca9b46c6e549ac03bbf798d26a11c6d0afd0217b34eed27a18c836,2026-08-03 00:43:45,伊朗外交部发言人：华盛顿未按期允许霍尔木兹海峡航运恢复，并在期限届满前对我们发动攻击。
1450cfc324a37d5e9dd1d403a41d46017bda17cbbfbf68865f0831cea32b5e5a,2026-08-03 00:43:59,伊朗外交部发言人：美国与地区部分势力合作，在霍尔木兹海峡强行开辟了一条南部航线，该航线并不安全。
d595ba2c2ceef31c101822a9e57979eb9f8f72b48f4bb0071df39f85d4e25cde,2026-08-03 00:44:21,基辅响起警报。
81e767e96ed4564e8272a407ade11eadd4ed324f777aae8f49a085cef5000a50,2026-08-03 00:46:23,伊朗外交部发言人：所有朋友和邻国应当知道，美国对伊朗基础设施的任何攻击将会影响所有人。
7dbe1b80fba6494160c837b8362c288a1d2f6dad7ac943d97ed2c4fc31f60762,2026-08-03 00:50:01,伊朗外交部发言人：重新开放霍尔木兹海峡的问题与伊朗和阿曼的谈判无关，因为海峡的关闭与美国违反其承诺有关。
5d6ab463ddf35aad4e9e33c75f10f93b9d0f0fdd6dcde7bbe4dc34ea73b63590,2026-08-03 00:50:27,伊朗外交部发言人：对方知道，我们对任何针对我们的冒险行为将作出强烈回应。
a3dc298c4355ea22ad3319a2701660482f91583e477f60af0e4f3ff6ad327fe7,2026-08-03 00:53:34,伊朗外交部发言人：我们接到了来自英国、乌克兰和保加利亚的电话，他们表示不会参与这场战争。
c8cf5616b7f5c724324edcbfcf3e3986cb38cfd9100ec1a48e6419dd4c9bdffa,2026-08-03 00:55:16,黎巴嫩力量党主席萨米尔·贾加：这场危机只有在伊朗政权垮台或至少改变其行为和影响力的情况下才能结束。
a2ba25734b4ea441ec143b13de0dbbdfa0a04d228ea873bf214741296a61f25f,2026-08-03 00:55:33,黎巴嫩力量党主席萨米尔·贾加：黎巴嫩与海湾国家的关系将恢复到以前的状态。
61514f208fe5f7437aae6064094545f0c69bf916e3d620346c9b213a8c3294db,2026-08-03 00:56:41,伊朗外交部发言人：霍尔木兹海峡未来的管理工作，将由伊朗与阿曼协商进行。
daa664018c4dac089efa9e7f0bba9569eacc9cb4a3bf7dcdd2df6def66a72da3,2026-08-03 00:57:46,伊朗外交部发言人：任何与美国合作或共谋攻击伊朗的国家将面临伊朗的正当防卫。向侵略方提供基地或军事、后勤设施的国家将被视为侵略者。
20e83dd1f8febd9e0785907ed6e2ab01e1ed9f79d6254fdb9a2d99f719e74a95,2026-08-03 01:02:26,伊朗外交部发言人：与巴基斯坦和土耳其官员的对话中涉及到针对美国威胁的警告和回应，如果伊朗受到攻击，将进行报复。
f65ec5c73a4e627801e2dd71e8734ffa6988c3c86b1fe80105ae05d61b26844d,2026-08-03 01:07:26,【伊朗外交部：霍尔木兹海峡不会恢复战前状态，开放问题与阿曼谈判无关】金十数据8月3日讯，伊朗外交部发言人巴加埃表示，霍尔木兹海峡“永远不会恢复到战前状态”。巴加埃称，伊朗与阿曼目前围绕该水道进行的谈判，与霍尔木兹海峡的开放或关闭无关。他表示，海峡关闭是由于“美国破坏行动以及对伊朗实施海上封锁”导致的。他补充说，相关谈判属于双边性质，双方就“维护自身利益的机制”展开讨论并非新议题，双方已经进行了很长时间的磋商。他并称，伊朗根据国家利益和关切采取行动，不会受到其他方面威胁和恐吓的影响而改变决定，伊朗“不会因威胁和媒体压力而放弃自身立场”。他表示，地区邻国都应认识到，美国方面任何针对伊朗基础设施的袭击，其后果都将波及整个地区。
37d1c58503110b60dad0a6b80a9b18e43d24dd9b6a694804b359ded635cae3bd,2026-08-03 01:24:53,据以色列广播公司：一位以色列官员表示，特朗普处理事务的方式使得认真准备和规划未来变得困难。
ed0486319160e25f4a81b9ebb6909b87fcfea60cd48b35541364761cc6659902,2026-08-03 01:31:14,<b>市场消息：以色列官员对特朗普在一周内第二次取消对伊朗的计划打击感到沮丧，称这种临时反转破坏了军事计划。以色列现在认为，特朗普更倾向于与伊朗达成协议，而不是升级冲突。</b>
43875d2bc00a89123126343d23a33271d090b9a5e71d87a3efc70bba6ce34e21,2026-08-03 01:32:40,卡塔尔外交部：首相兼外交部长在与埃及外交部长的通话中讨论了缓解该地区紧张局势的努力。首相兼外交部长强调，各方必须坚持对话，并确保霍尔木兹海峡的航行自由。
69495f5474392089114836758dafca78229ab5320d0fd9a96a79e3433eb079fc,2026-08-03 01:43:29,据以色列第12频道：以色列官员估计特朗普可能会再次改变对伊朗的立场。
92ae78f2aa5e385bafd9f6682a936cdfbb7290fcf5475e6d1f42f0889412d31c,2026-08-03 01:56:27,据以色列第12频道：相关人士称，尽管特朗普发表了声明，以色列国防军今天仍保持高度警戒，认为伊朗可能会制造意外情况。
9c1d976b699c3397bd11dbe35401a6aca95582b5711b026462166a98fa8a9fe1,2026-08-03 02:01:01,【伊拉克政府否认美军飞机降落阿萨德空军基地】金十数据8月3日讯，伊拉克政府否认了有关美国飞机已降落在该国西部安巴尔省艾因·阿萨德空军基地的报道。巴格达方面周日表示，相关报道为虚假信息，并称没有任何官方信息或声明支持这一说法。此前，伊拉克媒体曾发布报道称，美国飞机已降落在该空军基地。
79c09fc9417faca0033ca30ba7fcfd2962fa73c143b09b4260078c93c56f809a,2026-08-03 02:21:06,【以色列质疑哈马斯裁军承诺】金十数据8月3日讯，以色列向白宫表达对哈马斯裁军协议的“严重安全担忧”。以总理办公室表示，情报评估认为哈马斯仍计划重建军事力量，而非真正实现非军事化。以方称，在哈马斯完成裁军前，以军不会撤出目前控制的加沙大部分地区。哈马斯则表示，将按照特朗普的20点停火计划开始解除武装，该计划要求该组织交出武器并摧毁隧道，同时包括以色列撤军、新的技术型巴勒斯坦政府和国际安全部队。不过，预计以色列在10月选举前不太可能大规模撤回部队。
0cbaf48a300af7f209ab3bd1f8ee80aa9f5ca0f15dbbb7616f089b6f958f21ab,2026-08-03 02:28:49,以色列外交部长：关于以色列在国际上被孤立的说法是荒谬的，许多国家正前来以色列，表示希望加强关系，而就在本周，刚果的外交部长也曾到访。
86877fac2665e2d7bc5123434ff532a9db89caa7302ace592a283ffdd14c27ec,2026-08-03 02:43:02,沙特阿拉伯外长与伊朗外长通电话，讨论降低紧张局势的外交努力。
653f7c2d6948d352e102c33ee6a72f0ab91d1916061b6732c93f864c9a4d5ec0,2026-08-03 03:06:02,据伊朗学生通讯社：在乌克兰袭击中遇袭的伊朗商船船员及遇难船员遗体已返回伊朗。
2b07dc856b26356b3fdd6f6c00b6ac17650c893dc729b183e535b898f3e28549,2026-08-03 03:16:53,【普睿司曼据悉接近收购美国电气制造商Atkore】金十数据8月3日讯，知情人士透露，意大利普睿司曼公司正就收购美国电气制造公司Atkore进行深入谈判。普睿司曼正在为一项全现金收购交易完成最后准备，交易可能在未来几天内宣布。知情人士表示，尽管谈判已进入深入阶段，但交易仍可能被推迟或最终告吹。Atkore的股票今年在纽约上涨了约15%，市值约为25亿美元。普睿司曼的股票今年上涨了超过三分之一，市值约为363亿欧元（约合418亿美元）。
ab0e4b73e9e1b9fb044e171ed760379a5082ecfcf25c5ae2fe3424b5b889594d,2026-08-03 03:19:29,【以军空袭加沙致18人死亡】金十数据8月3日讯，巴勒斯坦加沙地带民防部门发言人马哈茂德·巴萨勒2日在一份视频声明中表示，以军无人机当天袭击加沙地带多地，造成至少18人死亡，其中包括2名妇女和4名儿童。巴萨勒说，以军空袭目标包括居民公寓、安置流离失所者帐篷、民用车辆以及居民集会场所。巴萨勒说，最近一次袭击发生在当天傍晚，一架以色列无人机向加沙城一辆民用车辆发射两枚导弹，造成4人死亡；以军还在加沙城西部空袭一处帐篷，造成两人死亡，其中包括一名13岁儿童，另有8人受伤。当天下午早些时候，以军空袭加沙地带中部城市代尔拜拉赫一辆吉普车，致两人死亡；此外，以军还对加沙地带北部杰巴利耶难民营附近人群发动空袭，造成1人死亡，多人受伤。
d073a0459aba25cd5a73cfb3d8c59aeec2b066d24ced29bec3c5281f3603e742,2026-08-03 03:22:56,【阿斯利康与百时美施贵宝就4000亿美元巨额交易进行洽谈】金十数据8月3日讯，据英国金融时报报道，英国制药商阿斯利康一直在探索与美国竞争对手百时美施贵宝合并的交易，合并后将打造全球最大的制药集团之一，市值近4000亿美元。据知情人士透露，两家公司近几个月来一直在就合并事宜进行磋商，谈判可能在近期达成协议，但也有可能被推迟或破裂。阿斯利康是英国市值第二高的上市公司，市值约为1960亿英镑，而百时美施贵宝的市值约为1330亿美元，若交易完成，将成为有史以来规模最大的企业并购交易之一。这项交易将进一步加速这家英国制药巨头向美国市场倾斜的战略转型。
490192c46eb1ca606fe8af111d5d88ccfd35cadff151a2b0a4ea88875525fcc2,2026-08-03 03:34:20,摩洛哥内政部：社交媒体虚假信息与人贩子是休达移民潮激增的幕后推手。约有4万人试图越境进入西班牙飞地塞乌塔，另有1135人进入梅利利亚。
83d9ddaa0c9f9326062d3377aea1b33b0885bb0022af98c6cb8d1cb0092cb870,2026-08-03 04:04:51,【以称内塔尼亚胡通过特朗普社媒得知美叫停对伊打击】金十数据8月3日讯，多名以色列官员称，在美国取消针对伊朗的既定袭击计划前，以方被排除在决策信息之外长达数小时，对美方取消行动的决定毫不知情。一名以色列高级官员说，“有几个小时，我们处于完全的信息真空与不确定之中，特朗普总统让我们陷入了迷雾。高级军官们甚至是通过特朗普的个人社交媒体帖文，才获悉最新的事态进展”。
986114d20be8e1deb3bb130cce066251a14b58c02a2c2cf5fb6417edb807ccdf,2026-08-03 04:24:55,【美国参议院拨款委员会发布融资立法草案的文本】金十数据8月3日讯，据美媒Semafor报道，柯林斯和默里两位美国参议员提出的参议院持续决议案已出炉。该法案将为政府提供资金至12月11日。法案阻止了一项新规生效，该规定将允许政府取消对例如蓝州的拨款。柯林斯表示，该法案“阻止了行政管理和预算局（OMB）关于联邦财政援助的拟议规则生效”。默里称：“该法案在持续决议有效期内阻止了OMB这项腐败的新拨款规则实施。该拟议规则将系统性地将联邦资金政治化，并允许特朗普政府官员随时以任何理由取消拨款。”
c5f740faa868ec168172f445324628a35b39196f1772150eea130d38735db032,2026-08-03 04:26:54,【俄乌周日继续互相轰炸基础设施】金十数据8月3日讯，俄罗斯军方称，乌克兰无人机通宵空袭位于萨拉托夫(Saratov)的俄罗斯石油公司炼油厂，引起大火。同时，俄军也袭击了乌克兰港口城市尼古拉耶夫(Mykolaiv)的基础设施和两艘载有军用货物的船只，以及黑海一艘船只。萨拉托夫在莫斯科东南约730公里，距离基辅超过1000公里。乌军除了炸毁炼油厂之外，也攻击附近的空军基地，该处是俄罗斯空军的重要作战枢纽，停泊了图95远程战略轰炸机，常用于对乌克兰发射巡航导弹。
00f08a1c46041798b393c249eb0818ba2bbefcd13a4ae0012f7603cfd18163d8,2026-08-03 04:42:02,"<b>【金十整理：特朗普八次叫停对伊打击】</b>金十数据8月3日讯，美国总统特朗普在美东时间周六晚间表示，他将暂停对伊朗的新一轮袭击计划，等待重启谈判以结束战争并恢复霍尔木兹海峡停滞的货物运输。这是美国总统一系列先威胁发动大规模袭击，随后又取消袭击的最新案例。这种突然转变已成为这场持续五个月的美伊冲突的显著特征。据金十统计，类似的“剧本”截至目前总共上演了八次。<br/><span class=""section-news"">1. <b>4月7日</b>：特朗普在距离“最后期限”不到两个小时宣布美伊停火两周。彼时其要求伊朗屈服，否则将面临对桥梁和发电厂的打击——他称这些打击将意味着“整个文明都将灭亡”。</span><br/><span class=""section-news"">2. <b>4月21日</b>：特朗普宣布美国无限期延长与伊朗的停火协议，延期恰在协议到期前一天，当天美国对伊朗油轮实施了打击。</span><br/><span class=""section-news"">3. <b>5月18日</b>：在周末对伊朗发出严厉威胁后，特朗普表示他暂缓了一项大规模军事打击计划，因为“严肃的谈判”正在进行。到5月27日，谈判破裂后美国恢复打击。</span><br/><span class=""section-news"">4. <b>6月11日</b>：经过两天的相互攻击后，特朗普威胁进一步升级，称美国将“今晚就狠狠打击”伊朗，并“全面控制”其石油和天然气产业。然而几小时后，特朗普在社交媒体上发文称谈判取得突破，取消了打击。</span><br/><span class=""section-news"">5. <b>6月17日</b>：特朗普与伊朗签署了一项初步协议，要求永久停止敌对行动并重新开放海峡，同时启动为期60天的谈判倒计时，以就伊朗核计划的未来达成最终协议。</span><br/><span class=""section-news"">6. <b>7月7日</b>：在伊朗袭击海峡商船后，特朗普在土耳其安卡拉出席北约领导人峰会期间对伊朗发动了新打击。随后他再次威胁要“把活儿干完”，称他认为停火已经结束。</span><br/><span class=""section-news"">7. <b>7月27日</b>：特朗普称他已暂停了两周来美国对伊朗的密集每日打击，以给谈判又一次机会。在13天的打击中，美军瞄准了关键军事和商业设施，当时航运线路上的冲突持续升级。</span><br/><span class=""section-news"">8. <b>8月1日</b>：在告诉记者美国将“狠狠”打击伊朗后，特朗普在社交媒体上称他已取消了既定打击，声称中东盟友已达成结束战争的协议框架，包括重新开放海峡。</span>"
459b9c565a5157dfdafd91b64bc7e8f2c2c0a2279d12c9b71fe462ab629fa388,2026-08-03 04:46:39,【伊朗外长与伊拉克外长通电话】金十数据8月3日讯，伊朗外长阿拉格齐与伊拉克外长通电话，双方讨论了该地区最新事态发展、加强双边与区域合作的途径，以及两国共同关心的最重要议题。
ff2888f446232002258a84a356c87a0ca5fffe248822d2f6f3ee0dfd5913a21a,2026-08-03 04:56:17,美国参议院少数党领袖舒默：今日公布的持续决议案是负责任的选择。
2830cff14d5645bb2bd392bed14569f7343f07ce27c16bd6845f08682e1089e8,2026-08-03 05:07:55,<b>汇市盘初，美元兑日元USD/JPY下跌0.3%，现报157.16，较上周五收盘下跌约30点。</b>
e5a62764896e1287e9fd58d4c804f8b439faf3285eb48c556930fd0203a94798,2026-08-03 05:19:50,"<b>【金十数据整理：中东局势跟踪（8月3日）】</b><br/><b>冲突情况</b><br/><span class=""section-news"">1. 美国——①特朗普：已同意取消对伊朗的打击。②美国中央司令部：美国海军陆战队的一架F-35C隐身战斗机从“林肯号”航空母舰起飞，该航母正在阿拉伯海航行，为美国对伊朗实施的封锁行动提供支援。</span><br/><span class=""section-news"">2. 以方——以色列国防军：周末在加沙击毙两名哈马斯指挥官。②以称内塔尼亚胡通过特朗普社媒得知美叫停对伊打击。③以色列国防军今天仍保持高度警戒，认为伊朗可能会制造意外情况。</span><br/><span class=""section-news"">3. 伊朗——①伊朗军方：特朗普称伊朗要求停止攻击是“谎言”。②伊朗革命卫队发言人称打击巴林亚马逊数据中心是对美国行动回应；发言人没有明确说明发动打击的时间。</span><br/><b>美伊谈判</b><br/><span class=""section-news"">1. 伊朗——①伊朗总统：与美国的谅解备忘录将成为我们未来外交关系的核心。②伊朗议会国家安全委员会：调解方正在协助恢复伊朗与美国之间的谅解备忘录，各方就所有问题交换了意见。</span><br/><span class=""section-news"">2. 美国——①鲁比奥：美国的打击使伊朗更愿意谈判，“谈判不承担后果”的时代已结束。</span><br/><b>霍尔木兹海峡</b><br/><span class=""section-news"">1. 伊媒：伊朗已同意重新开放霍尔木兹海峡的报道为假消息。</span><br/><span class=""section-news"">2. 外交人士消息报道称，卡塔尔外交人士正在与伊朗谈判，以确保伊朗革命卫队支持有关霍尔木兹海峡的相关安排。</span><br/><span class=""section-news"">3. 伊朗外交部：与阿曼就霍尔木兹海峡的谈判进入最后阶段。霍尔木兹海峡不会恢复战前状态，开放问题与阿曼谈判无关。</span><br/><b>其他情况</b><br/><span class=""section-news"">1. 沙特外交大臣与卡塔尔总理通话。</span><br/><span class=""section-news"">2. 海湾国家对美国缺乏针对伊朗的战略感到不满。</span><br/><span class=""section-news"">3. 伊朗代理国防部长：伊朗不会被敌人“打得措手不及”，也不会对这坐视不管。</span><br/><span class=""section-news"">4. 伊朗外长阿拉格齐与伊拉克外长通电话，双方讨论了该地区最新事态发展、加强双边与区域合作的途径。</span><br/><span class=""section-news"">5. 欧佩克+联合部长级监督委员会（JMMC）于周日召开会议，强调保护国际海上航道的重要性，以确保能源的持续流动。</span>"
0550225500340aa8af429b7e0bd9ecadb75100d281376093be5072fc8f6b4022,2026-08-03 05:42:26,美国总统特朗普：（关于伊朗）霍尔木兹海峡已有协议，无核化也将达成协议。正在以谈判的形式与他们对话，（美东时间）明天下午开始。
d1987e81861db07b274788b736a1f737aaaf467967699b7a0f4a631888a48491,2026-08-03 05:43:23,美国总统特朗普：（关于伊朗）随时准备行动。
911b37da2540ff1b9c748e7a904b1d193df4d9df2f35332df4a9f672f5d8136b,2026-08-03 05:44:01,美国总统特朗普：（关于日元）美国介入是因为与日本关系良好，我们始终支持日本，美国从相关安排中获得了经济利益。
